Regional Economy,Statistic,Value,Footnote,Unit of Measurement,Year,Sustainable Development Goal,ADB Country Code
Pakistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.7,,%,2016,3.4.1,PAK
Pakistan,Neonatal Mortality Rate,42,,"per 1,000 live births",2018,3.2.2,PAK
Pakistan,"Nominal Gross Domestic Product
(GDP)



",283.31,,$ billion,2019,,PAK
Pakistan,Number of ATMs,10.45,,"per 100,000 adults",2018,8.10.1,PAK
Pakistan,Number of Commercial Bank Branches ,10.28,,"per 100,000 adults",2018,8.10.1,PAK
Pakistan,Participation Rate in Organized Learning (1 year before the official primary entry age) (Female),87.3,,%,2018,4.2.2,PAK
Pakistan,Participation Rate in Organized Learning (1 year before the official primary entry age) (Male),100,,%,2018,4.2.2,PAK
Pakistan,Participation Rate in Organized Learning (1 year before the official primary entry age) (Total),93.88,,%,2018,4.2.2,PAK
Pakistan,"Per Capita Gross National Income (GNI), Atlas Method",1590,,$,2018,,PAK
Pakistan,Population Density,274,,persons per km2 of surface area,2019,,PAK
Pakistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.5,7,%,2018,2.2.2,PAK
Pakistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,7.09,7,%,,2.2.2,PAK
Pakistan,Prevalence of Stunting among Children under 5 Years of Age,37.63,7,%,2018,2.2.1,PAK
Pakistan,Prevalence of Undernourishment,20.3,,%,2016-2018,2.1.1,PAK
Pakistan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,21.29,,%,2017,8.10.2,PAK
Pakistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,42.2,7,%,2018,16.9.1,PAK
Pakistan,Proportion of Employed Population below $1.90 PPP a Day (Female),2.69,,%,2019,1.1.1,PAK
Pakistan,Proportion of Employed Population below $1.90 PPP a Day (Male),2.15,,%,2019,1.1.1,PAK
Pakistan,Proportion of Employed Population below $1.90 PPP a Day (Total),2.26,,%,2019,1.1.1,PAK
Pakistan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,3.94,4,%,2015,,PAK
Pakistan,Proportion of Population Covered by Mobile Network - 2G,88.7,,%,2018,9.c.1,PAK
Pakistan,Proportion of Population Covered by Mobile Network - 3G,88.7,,%,2018,9.c.1,PAK
Pakistan,Proportion of Population Covered by Mobile Network - LTE/WiMAX,68.6,,%,2018,9.c.1,PAK
Pakistan,"Proportion of Population Living below
the National Poverty Line",24.3,4,%,2015,,PAK
Pakistan,Proportion of Population Using Safely Managed Drinking Water Services (Rural),32.63,,%,2017,6.1.1,PAK
Pakistan,Proportion of Population Using Safely Managed Drinking Water Services (Total),35.31,,%,2017,6.1.1,PAK
Pakistan,Proportion of Population Using Safely Managed Drinking Water Services (Urban),40,,%,2017,6.1.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Rural)",…,,%,2017,6.2.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Total)",…,,%,2017,6.2.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Urban)",…,,%,2017,6.2.1,PAK
Pakistan,Proportion of Population with Access to Electricity,70.79,,%,2017,7.1.1,PAK
Pakistan,Proportion of Seats Held by Women in National Parliaments,20.23,,%,2019,5.5.1,PAK
Pakistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Lower Secondary),58.21,,%,2018,4.c.1,PAK
Pakistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Preprimary),…,,%,2018,4.c.1,PAK
Pakistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Primary),77.96,,%,2018,4.c.1,PAK
Pakistan,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Upper Secondary),…,,%,2018,4.c.1,PAK
Pakistan,Renewable Energy Share in the Total Final Energy Consumption,41.4,,%,2017,7.2.1,PAK
Pakistan,Surface Area,796.1,,'000  km2,,,PAK
Pakistan,Total Fertility Rate,3.51,,births per woman,2018,,PAK
Pakistan,Total Official Flows for Infrastructure - Official Development Assistance (ODA),437.59,,"disbursements, constant 2017, $ million",2018,9.a.1,PAK
Pakistan,Total Official Flows for Infrastructure - Other Official Flows (OOF),482.28,,"disbursements, constant 2017, $ million",2018,9.a.1,PAK
Pakistan,Total Outstanding,95237.47,,$ million,2018,,PAK
Pakistan,Total Outstanding,28.26,,% of GNI,2018,,PAK
Pakistan,Total Population,217.93,,million,2019,,PAK
Pakistan,Trade Balance,-10.07,,% of GDP,2019,,PAK
Pakistan,Tuberculosis Incidence,265,,"per 100,000 population",2018,3.3.2,PAK
Pakistan,Under-5 Mortality Rate,69.3,,"per 1,000 live births",2018,3.2.1,PAK
Pakistan,"Unemployment Rate, by Sex (Female)",5.6,,%,2019,8.5.2,PAK
Pakistan,"Unemployment Rate, by Sex (Male)",4.16,,%,2019,8.5.2,PAK
Pakistan,"Unemployment Rate, by Sex (Total)",4.45,,%,2019,8.5.2,PAK
Pakistan,Volume of Remittances in United States Dollars as a Proportion of Total GDP,6.74,,%,2018,17.3.2,PAK
Palau,Age Dependency Ratio,52,¤,% of working-age population,2018,,PAL
Palau,"Annual Change 
in Money Supply",…,,%,2019,,PAL
Palau,"Annual Growth Rate of GDP



",-3.05,,%,2019,,PAL
Palau,Annual Growth Rate of Real GDP per Employed Person,…,,%,2019,8.2.1,PAL
Palau,Annual Real Growth Rates on Value Added (Agriculture),-4.22,,%,2019,,PAL
Palau,Annual Real Growth Rates on Value Added (Industry),10.97,,%,2019,,PAL
Palau,Annual Real Growth Rates on Value Added (Services),-5.3,,%,2019,,PAL
Palau,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,12.4,,μg/m3,2016,11.6.2,PAL
Palau,Average Annual Population Growth Rate,0.22,¤,%,2016-2019,,PAL
Palau,CO2 Emissions,…,,Million Metric Tons,2017,9.4.1,PAL
Palau,CO2 Emissions,…,,Per Unit of GDP (PPP),2017,9.4.1,PAL
Palau,Coverage of Protected Areas in Relation to Marine Areas,99.35,,%,2018,14.5.1,PAL
Palau,Current Account Balance,-11.78,,% of GDP,2019,,PAL
Palau,Debt Service as a Percentage of Exports of Goods and Services,…,,%,2018,17.4.1,PAL
Palau,Domestic Material Consumption,0.03,,Million Metric Tons,2017,12.2.2,PAL
Palau,Domestic Material Consumption,1.21,,Per Capita,2017,12.2.2,PAL
Palau,Forest Area as a Proportion of Total Land Area,87.62,,%,2015,15.1.1,PAL
Palau,Government Finance - Expenditure,25.56,,% of  GDP,2019,,PAL
Palau,Government Finance - Fiscal Balance,0.44,,% of  GDP,2019,,PAL
Palau,Government Finance - Revenue,26,,% of  GDP,2019,,PAL
Palau,Gross Domestic Investment,26.66,7,% of GDP,2018,,PAL
Palau,Gross International Reserves,…,,$ million,2019,,PAL
Palau,Growth Rate of Merchandise Exports,-4.41,,%,2019,,PAL
Palau,Growth Rate of Merchandise Imports,-4.77,,%,2019,,PAL
Palau,Growth Rates of Household Expenditure or Income per Capita,…,,%,,10.1.1,PAL
Palau,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,%,,10.1.1,PAL
Palau,Inflation Rate,0.63,,%,2019,,PAL
Palau,Material Footprint,…,,Million Metric Tons,2017,12.2.1,PAL
Palau,Material Footprint,…,,Per Capita,2017,12.2.1,PAL
Palau,Maternal Mortality Ratio,…,,"per 100,000 live births",2017,3.1.1,PAL
Palau,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",…,,%,2016,3.4.1,PAL
Palau,Neonatal Mortality Rate,9.4,,"per 1,000 live births",2018,3.2.2,PAL
Palau,"Nominal Gross Domestic Product
(GDP)



",0.49,,$ billion,2019,,PAL
Palau,Number of ATMs,45.85,6,"per 100,000 adults",2017,8.10.1,PAL
Palau,Number of Commercial Bank Branches ,…,,"per 100,000 adults",2018,8.10.1,PAL
Palau,Participation Rate in Organized Learning (1 year before the official primary entry age) (Female),81.35,3,%,2014,4.2.2,PAL
Palau,Participation Rate in Organized Learning (1 year before the official primary entry age) (Male),100,3,%,2014,4.2.2,PAL
Palau,Participation Rate in Organized Learning (1 year before the official primary entry age) (Total),90.94,3,%,2014,4.2.2,PAL
Palau,"Per Capita Gross National Income (GNI), Atlas Method",17280,,$,2018,,PAL
Palau,Population Density,39,,persons per km2 of surface area,2019,,PAL
Palau,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,%,2017,2.2.2,PAL
Palau,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,%,2017,2.2.2,PAL
Palau,Prevalence of Stunting among Children under 5 Years of Age,…,,%,2017,2.2.1,PAL
Palau,Prevalence of Undernourishment,…,,%,2016-2018,2.1.1,PAL
Palau,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,%,2017,8.10.2,PAL
Palau,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,%,2016,16.9.1,PAL
Palau,Proportion of Employed Population below $1.90 PPP a Day (Female),…,,%,2019,1.1.1,PAL
Palau,Proportion of Employed Population below $1.90 PPP a Day (Male),…,,%,2019,1.1.1,PAL
Palau,Proportion of Employed Population below $1.90 PPP a Day (Total),…,,%,2019,1.1.1,PAL
Palau,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,%,2018,,PAL
Palau,Proportion of Population Covered by Mobile Network - 2G,98,4,%,2015,9.c.1,PAL
Palau,Proportion of Population Covered by Mobile Network - 3G,88,5,%,2016,9.c.1,PAL
Palau,Proportion of Population Covered by Mobile Network - LTE/WiMAX,…,,%,2018,9.c.1,PAL
Palau,"Proportion of Population Living below
the National Poverty Line",…,,%,2018,,PAL
Palau,Proportion of Population Using Safely Managed Drinking Water Services (Rural),…,,%,2017,6.1.1,PAL
Palau,Proportion of Population Using Safely Managed Drinking Water Services (Total),99,4,%,2015,6.1.1,PAL
Palau,Proportion of Population Using Safely Managed Drinking Water Services (Urban),…,,%,2017,6.1.1,PAL
Palau,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Rural)",…,,%,2017,6.2.1,PAL
Palau,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Total)",99.6,4,%,2015,6.2.1,PAL
Palau,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Urban)",…,,%,2017,6.2.1,PAL
Palau,Proportion of Population with Access to Electricity,100,,%,2017,7.1.1,PAL
Palau,Proportion of Seats Held by Women in National Parliaments,12.5,,%,2019,5.5.1,PAL
Palau,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Lower Secondary),…,,%,2018,4.c.1,PAL
Palau,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Preprimary),…,,%,2018,4.c.1,PAL
Palau,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Primary),…,,%,2018,4.c.1,PAL
Palau,Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training (Upper Secondary),…,,%,2018,4.c.1,PAL
Palau,Renewable Energy Share in the Total Final Energy Consumption,0.05,,%,2017,7.2.1,PAL
Palau,Surface Area,0.46,,'000  km2,,,PAL
Palau,Total Fertility Rate,1.7,8,births per woman,2019,,PAL
Palau,Total Official Flows for Infrastructure - Official Development Assistance (ODA),1.05,,"disbursements, constant 2017, $ million",2018,9.a.1,PAL
Palau,Total Official Flows for Infrastructure - Other Official Flows (OOF),0.56,,"disbursements, constant 2017, $ million",2018,9.a.1,PAL
Palau,Total Outstanding,91.23,,$ million,2018,,PAL
Palau,Total Outstanding,29.49,,% of GNI,2018,,PAL
Palau,Total Population,0.02,,million,2019,,PAL
Palau,Trade Balance,-27.09,,% of GDP,2019,,PAL
Palau,Tuberculosis Incidence,109,,"per 100,000 population",2018,3.3.2,PAL
Palau,Under-5 Mortality Rate,17.9,,"per 1,000 live births",2018,3.2.1,PAL
Palau,"Unemployment Rate, by Sex (Female)",…,,%,2019,8.5.2,PAL
Palau,"Unemployment Rate, by Sex (Male)",…,,%,2019,8.5.2,PAL
Palau,"Unemployment Rate, by Sex (Total)",…,,%,2019,8.5.2,PAL
Palau,Volume of Remittances in United States Dollars as a Proportion of Total GDP,0.77,,%,2018,17.3.2,PAL
Papua New Guinea,Age Dependency Ratio,64.64,,% of working-age population,2018,,PNG
Papua New Guinea,"Annual Change 
in Money Supply",0.04,,%,2019,,PNG
Papua New Guinea,"Annual Growth Rate of GDP



",4.8,,%,2019,,PNG
Papua New Guinea,Annual Growth Rate of Real GDP per Employed Person,3,,%,2019,8.2.1,PNG
Papua New Guinea,Annual Real Growth Rates on Value Added (Agriculture),2.5,,%,2019,,PNG
Papua New Guinea,Annual Real Growth Rates on Value Added (Industry),8.5,,%,2019,,PNG
Papua New Guinea,Annual Real Growth Rates on Value Added (Services),1.94,,%,2019,,PNG
Papua New Guinea,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,11.5,,μg/m3,2016,11.6.2,PNG
Papua New Guinea,Average Annual Population Growth Rate,2.24,¤,%,2016-2019,,PNG
Papua New Guinea,CO2 Emissions,…,,Million Metric Tons,2017,9.4.1,PNG
Papua New Guinea,CO2 Emissions,…,,Per Unit of GDP (PPP),2017,9.4.1,PNG
Papua New Guinea,Coverage of Protected Areas in Relation to Marine Areas,0.18,,%,2018,14.5.1,PNG
Papua New Guinea,Current Account Balance,24.88,,% of GDP,2019,,PNG
Papua New Guinea,Debt Service as a Percentage of Exports of Goods and Services,1.7,,%,2018,17.4.1,PNG
Papua New Guinea,Domestic Material Consumption,83.78,,Million Metric Tons,2017,12.2.2,PNG
Papua New Guinea,Domestic Material Consumption,10.15,,Per Capita,2017,12.2.2,PNG
Papua New Guinea,Forest Area as a Proportion of Total Land Area,74.1,,%,2015,15.1.1,PNG
Papua New Guinea,Government Finance - Expenditure,19.54,,% of  GDP,2019,,PNG
Papua New Guinea,Government Finance - Fiscal Balance,-4.14,,% of  GDP,2019,,PNG
Papua New Guinea,Government Finance - Revenue,15.4,,% of  GDP,2019,,PNG
Papua New Guinea,Gross Domestic Investment,…,,% of GDP,2019,,PNG
Papua New Guinea,Gross International Reserves,2425.8,,$ million,2019,,PNG
Papua New Guinea,Growth Rate of Merchandise Exports,11.13,,%,2019,,PNG
Papua New Guinea,Growth Rate of Merchandise Imports,8.33,,%,2019,,PNG
Papua New Guinea,Growth Rates of Household Expenditure or Income per Capita,…,,%,,10.1.1,PNG
Papua New Guinea,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,%,,10.1.1,PNG
Papua New Guinea,Inflation Rate,3.6,,%,2019,,PNG
Papua New Guinea,Material Footprint,21.26,,Million Metric Tons,2017,12.2.1,PNG
Papua New Guinea,Material Footprint,2.58,,Per Capita,2017,12.2.1,PNG
Papua New Guinea,Maternal Mortality Ratio,145,,"per 100,000 live births",2017,3.1.1,PNG
Papua New Guinea,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",30,,%,2016,3.4.1,PNG
Papua New Guinea,Neonatal Mortality Rate,22.1,,"per 1,000 live births",2018,3.2.2,PNG
Papua New Guinea,"Nominal Gross Domestic Product
(GDP)



",24.87,,$ billion,2019,,PNG
Papua New Guinea,Number of ATMs,8.18,,"per 100,000 adults",2018,8.10.1,PNG
Papua New Guinea,Number of Commercial Bank Branches ,1.52,,"per 100,000 adults",2018,8.10.1,PNG
Papua New Guinea,Participation Rate in Organized Learning (1 year before the official primary entry age) (Female),71.06,5,%,2016,4.2.2,PNG
Papua New Guinea,Participation Rate in Organized Learning (1 year before the official primary entry age) (Male),71.81,5,%,2016,4.2.2,PNG
Papua New Guinea,Participation Rate in Organized Learning (1 year before the official primary entry age) (Total),71.44,5,%,2016,4.2.2,PNG
Papua New Guinea,"Per Capita Gross National Income (GNI), Atlas Method",2570,,$,2018,,PNG
Papua New Guinea,Population Density,19,,persons per km2 of surface area,2019,,PNG
Papua New Guinea,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,%,2017,2.2.2,PNG
Papua New Guinea,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,%,2017,2.2.2,PNG
Papua New Guinea,Prevalence of Stunting among Children under 5 Years of Age,…,,%,2017,2.2.1,PNG
Papua New Guinea,Prevalence of Undernourishment,…,,%,2016-2018,2.1.1,PNG
Papua New Guinea,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,%,2017,8.10.2,PNG
Papua New Guinea,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,13.4,7,%,2018,16.9.1,PNG
Papua New Guinea,Proportion of Employed Population below $1.90 PPP a Day (Female),28.06,,%,2019,1.1.1,PNG
Papua New Guinea,Proportion of Employed Population below $1.90 PPP a Day (Male),15.74,,%,2019,1.1.1,PNG
Papua New Guinea,Proportion of Employed Population below $1.90 PPP a Day (Total),21.77,,%,2019,1.1.1,PNG
Papua New Guinea,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,%,2018,,PNG
Papua New Guinea,Proportion of Population Covered by Mobile Network - 2G,89,6,%,2017,9.c.1,PNG
Papua New Guinea,Proportion of Population Covered by Mobile Network - 3G,64.35,6,%,2017,9.c.1,PNG
Papua New Guinea,Proportion of Population Covered by Mobile Network - LTE/WiMAX,50,6,%,2017,9.c.1,PNG
Papua New Guinea,"Proportion of Population Living below
the National Poverty Line",37.5,6,%,2017,,PNG
Papua New Guinea,Proportion of Population Using Safely Managed Drinking Water Services (Rural),…,,%,2017,6.1.1,PNG
Papua New Guinea,Proportion of Population Using Safely Managed Drinking Water Services (Total),39.6,4,%,2015,6.1.1,PNG
Papua New Guinea,Proportion of Population Using Safely Managed Drinking Water Services (Urban),…,,%,2017,6.1.1,PNG
Papua New Guinea,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Rural)",…,,%,2017,6.2.1,PNG
Papua New Guinea,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Total)",18.9,4,%,2015,6.2.1,PNG
Papua New Guinea,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water (Urban)",…,,%,2017,6.2.1,PNG
