Regional Economy,Statistic,Value,Year,Sustainable Development Goal,Country Code
Marshall Islands,Gross International Reserves ($ million),,,,MHL
Marshall Islands,Growth Rate of Merchandise Exports (%),-13.03,2015,,MHL
Marshall Islands,Growth Rate of Merchandise Imports (%),-11.35,2015,,MHL
Marshall Islands,Inflation Rate (%),-1.3,2016,,MHL
Marshall Islands,"Per Capita Gross National Income (GNI), Atlas Method (%)",4770,2015,,MHL
Marshall Islands,Trade Balance (% of GDP),-31.46,2015,,MHL
Marshall Islands,"Value Added, Agriculture Annual Growth Rate (%)",-0.2,2015,,MHL
Marshall Islands,"Value Added, Industry Annual Growth Rate (%)",-1.57,2015,,MHL
Marshall Islands,"Value Added, Services Annual Growth Rate (%)",2.27,2015,,MHL
"Micronesia, Federated States of","Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",62.4,2015,,FSM
"Micronesia, Federated States of",Average Annual Population Growth Rate (%),-0.05,2011-2016,,FSM
"Micronesia, Federated States of",Gini Index (%),42.46,2013,,FSM
"Micronesia, Federated States of","Land, Total Surface Area ('000  km2)",0.7,,,FSM
"Micronesia, Federated States of",Population Density (persons per km2 of total surface area),146.06,2016,,FSM
"Micronesia, Federated States of",Total Fertility Rate (births per woman),3.19,2015,,FSM
"Micronesia, Federated States of",Total Population (million),0.1,2016,,FSM
"Micronesia, Federated States of","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",,,1.1.1,FSM
"Micronesia, Federated States of","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",,,1.1.1,FSM
"Micronesia, Federated States of","Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",,,1.1.1,FSM
"Micronesia, Federated States of",Proportion of Population below $1.90 Purchasing Power Parity (%),17.37,2013,1.1.1,FSM
"Micronesia, Federated States of",Proportion of Population Living below the National Poverty Line (%),41.2,2013,1.2.1,FSM
"Micronesia, Federated States of",Growth Rates of Household Expenditure or Income per Capita (%),,,10.1.1,FSM
"Micronesia, Federated States of",Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),,,10.1.1,FSM
"Micronesia, Federated States of",Proportion of Urban Population Living in Slums (%),,,11.1.1,FSM
"Micronesia, Federated States of",Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),6,2014,11.6.2,FSM
"Micronesia, Federated States of","Material Footprint, Million Metric Tons",,,12.2.1,FSM
"Micronesia, Federated States of","Material Footprint, Per Capita",,,12.2.1,FSM
"Micronesia, Federated States of","Domestic Material Consumption, Million Metric Tons",0.37,2010,12.2.2,FSM
"Micronesia, Federated States of","Domestic Material Consumption, Per Capita",3.52,2010,12.2.2,FSM
"Micronesia, Federated States of",Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,FSM
"Micronesia, Federated States of",Forest Area as a Proportion of Total Land Area (%),91.94,2015,15.1.1,FSM
"Micronesia, Federated States of",Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),,,16.9.1,FSM
"Micronesia, Federated States of",Volume of Remittances in US Dollars as a Proportion of Total GDP (%),7.59,2015,17.3.2,FSM
"Micronesia, Federated States of",Debt Service as a Percentage of Exports of Goods and Services (%),,,17.4.1,FSM
"Micronesia, Federated States of",Fixed Broadband Subscriptions (per 100 inhabitants),3.14,2015,17.6.2,FSM
"Micronesia, Federated States of",Proportion of Individuals Using the Internet (%),31.5,2015,17.8.1,FSM
"Micronesia, Federated States of",Prevalence of Undernourishment (%),,,2.1.1,FSM
"Micronesia, Federated States of",Prevalence of Stunting among Children under 5 Years of Age (%),,,2.2.1,FSM
"Micronesia, Federated States of",Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),,,2.2.2,FSM
"Micronesia, Federated States of",Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),,,2.2.2,FSM
"Micronesia, Federated States of","Maternal Mortality Ratio (per 100,000 live births)",100,2015,3.1.1,FSM
"Micronesia, Federated States of",Proportion of Births Attended by Skilled Health Personnel (%),100,2009,3.1.2,FSM
"Micronesia, Federated States of","Infant Mortality Rate (per 1,000 live births)",28.6,2015,3.2.1,FSM
"Micronesia, Federated States of","Under-5 Mortality Rate (per 1,000 live births)",34.7,2015,3.2.1,FSM
"Micronesia, Federated States of","Neonatal Mortality Rate (per 1,000 live births)",18.8,2015,3.2.2,FSM
"Micronesia, Federated States of","Number of New HIV Infections (per 1,000 uninfected population)",,,3.3.1,FSM
"Micronesia, Federated States of","Tuberculosis Incidence (per 100,000 population)",124,2015,3.3.2,FSM
"Micronesia, Federated States of","Incidence of Malaria (per 1,000 population)",,,3.3.3,FSM
"Micronesia, Federated States of","Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",,,3.4.1,FSM
"Micronesia, Federated States of","Death Rate due to Road Traffic Injuries (per 100,000 population)",1.9,2013,3.6.1,FSM
"Micronesia, Federated States of",Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),,,3.7.1,FSM
"Micronesia, Federated States of","Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",32.6,2010,3.7.2,FSM
"Micronesia, Federated States of","Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",58.8,2012,3.9.1,FSM
"Micronesia, Federated States of","Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",9.67,2012,3.9.2,FSM
"Micronesia, Federated States of","Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",72.85,2015,4.2.2,FSM
"Micronesia, Federated States of","Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",79.73,2015,4.2.2,FSM
"Micronesia, Federated States of","Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",76.42,2015,4.2.2,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",,,4.c.1,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",,,4.c.1,FSM
"Micronesia, Federated States of","Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,FSM
"Micronesia, Federated States of",Proportion of Seats Held by Women in National Parliaments (%),,,5.5.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Improved Drinking Water Sources, Rural (%)",87.37,2015,6.1.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Improved Drinking Water Sources, Total (%)",89.03,2015,6.1.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Improved Drinking Water Sources, Urban (%)",94.77,2015,6.1.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Improved Sanitation Facilities, Rural (%)",48.97,2015,6.2.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Improved Sanitation Facilities, Total (%)",57.08,2015,6.2.1,FSM
"Micronesia, Federated States of","Proportion of Population Using Improved Sanitation Facilities, Urban (%)",85.13,2015,6.2.1,FSM
"Micronesia, Federated States of",Proportion of Population with Access to Electricity (%),71.69,2014,7.1.1,FSM
"Micronesia, Federated States of",Renewal Energy Share in the Total Final Energy Consumption (%),1.32,2014,7.2.1,FSM
"Micronesia, Federated States of","Number of ATMs (per 100,000 adults)",14.69,2014,8.10.1,FSM
"Micronesia, Federated States of","Number of Commercial Bank Branches (per 100,000 adults)",14.69,2014,8.10.1,FSM
"Micronesia, Federated States of",Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider (%),,,8.10.2,FSM
"Micronesia, Federated States of",Annual Growth Rate of Real GDP per Employed Person (%),,,8.2.1,FSM
"Micronesia, Federated States of","Unemployment Rate, Female (%)",,,8.5.2,FSM
"Micronesia, Federated States of","Unemployment Rate, Male (%)",,,8.5.2,FSM
"Micronesia, Federated States of","Unemployment Rate, Total (%)",,,8.5.2,FSM
"Micronesia, Federated States of","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female (%)",,,8.6.1,FSM
"Micronesia, Federated States of","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male (%)",,,8.6.1,FSM
"Micronesia, Federated States of","Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total (%)",,,8.6.1,FSM
"Micronesia, Federated States of","CO2 Emissions, Million Metric Tons",,,9.4.1,FSM
"Micronesia, Federated States of","CO2 Emissions, Per Unit of GDP (PPP)",,,9.4.1,FSM
"Micronesia, Federated States of",Total Official Flows for Infrastructure (constant 2014 $ million),11.92,2015,9.a.1,FSM
"Micronesia, Federated States of","Proportion of Population Covered by Mobile Network, 2G (%)",80,2015,9.c.1,FSM
"Micronesia, Federated States of","Proportion of Population Covered by Mobile Network, 3G (%)",15,2015,9.c.1,FSM
"Micronesia, Federated States of","Proportion of Population Covered by Mobile Network, LTE/WiMAX (%)",0,2015,9.c.1,FSM
"Micronesia, Federated States of",Annual Change in Money Supply (%),-3.8,2016,,FSM
"Micronesia, Federated States of","Central Government Finance, Expenditures (% of GDP)",53.44,2016,,FSM
"Micronesia, Federated States of","Central Government Finance, Fiscal Balance (% of  GDP)",11,2016,,FSM
"Micronesia, Federated States of","Central Government Finance, Revenues (% of GDP)",64.44,2016,,FSM
"Micronesia, Federated States of",Current Account Balance (% of GDP),6,2016,,FSM
"Micronesia, Federated States of","External Debt, Total Outstanding (% of GNI)",21.81,2015,,FSM
"Micronesia, Federated States of","External Debt, Total Outstanding ($ million)",81.11,2015,,FSM
"Micronesia, Federated States of",Gross Domestic Investment (% of GDP),9.18,2014,,FSM
"Micronesia, Federated States of",Gross Domestic Product (GDP) Annual Growth Rate (%),3.7,2015,,FSM
"Micronesia, Federated States of",Gross Domestic Product (GDP) Annual Growth Rate (%),3,2016,,FSM
"Micronesia, Federated States of",Gross International Reserves ($ million),,,,FSM
"Micronesia, Federated States of",Growth Rate of Merchandise Exports (%),4.44,2015,,FSM
"Micronesia, Federated States of",Growth Rate of Merchandise Imports (%),7.77,2015,,FSM
"Micronesia, Federated States of",Inflation Rate (%),-0.3,2016,,FSM
"Micronesia, Federated States of","Per Capita Gross National Income (GNI), Atlas Method (%)",3560,2015,,FSM
"Micronesia, Federated States of",Trade Balance (% of GDP),-40.6,2015,,FSM
"Micronesia, Federated States of","Value Added, Agriculture Annual Growth Rate (%)",6.22,2015,,FSM
"Micronesia, Federated States of","Value Added, Industry Annual Growth Rate (%)",-7.48,2015,,FSM
"Micronesia, Federated States of","Value Added, Services Annual Growth Rate (%)",2.73,2015,,FSM
Mongolia,"Age Dependency Ratio (Number of persons aged <15 and >= 65 to Number of persons aged 15-64 years, %)",47.65,2015,,MNG
Mongolia,Average Annual Population Growth Rate (%),2.08,2011-2016,,MNG
Mongolia,Gini Index (%),32.04,2014,,MNG
Mongolia,"Land, Total Surface Area ('000  km2)",1564.12,,,MNG
Mongolia,Population Density (persons per km2 of total surface area),1.97,2016,,MNG
Mongolia,Total Fertility Rate (births per woman),2.64,2015,,MNG
Mongolia,Total Population (million),3.09,2016,,MNG
Mongolia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female (%)",3.28,2012,1.1.1,MNG
Mongolia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male (%)",3.19,2012,1.1.1,MNG
Mongolia,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total (%)",3.23,2012,1.1.1,MNG
Mongolia,Proportion of Population below $1.90 Purchasing Power Parity (%),0.22,2014,1.1.1,MNG
Mongolia,Proportion of Population Living below the National Poverty Line (%),21.6,2014,1.2.1,MNG
Mongolia,Growth Rates of Household Expenditure or Income per Capita (%),7.05,2010-2014,10.1.1,MNG
Mongolia,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population (%),8.03,2010-2014,10.1.1,MNG
Mongolia,Proportion of Urban Population Living in Slums (%),42.67,2014,11.1.1,MNG
Mongolia,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas (migrogram/m3) (%),32.1,2014,11.6.2,MNG
Mongolia,"Material Footprint, Million Metric Tons",45.96,2015,12.2.1,MNG
Mongolia,"Material Footprint, Per Capita",15.72,2015,12.2.1,MNG
Mongolia,"Domestic Material Consumption, Million Metric Tons",100.02,2015,12.2.2,MNG
Mongolia,"Domestic Material Consumption, Per Capita",34.22,2015,12.2.2,MNG
Mongolia,Coverage of Protected Areas in Relation to Marine Areas (%),,,14.5.1,MNG
Mongolia,Forest Area as a Proportion of Total Land Area (%),8.08,2015,15.1.1,MNG
Mongolia,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority (%),99.3,2013,16.9.1,MNG
Mongolia,Volume of Remittances in US Dollars as a Proportion of Total GDP (%),2.22,2015,17.3.2,MNG
Mongolia,Debt Service as a Percentage of Exports of Goods and Services (%),1.58,2015,17.4.1,MNG
Mongolia,Fixed Broadband Subscriptions (per 100 inhabitants),7.12,2015,17.6.2,MNG
Mongolia,Proportion of Individuals Using the Internet (%),21.44,2015,17.8.1,MNG
Mongolia,Prevalence of Undernourishment (%),20.5,2014-2016,2.1.1,MNG
Mongolia,Prevalence of Stunting among Children under 5 Years of Age (%),10.8,2013,2.2.1,MNG
Mongolia,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age (%),10.5,2013,2.2.2,MNG
Mongolia,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age (%),1,2013,2.2.2,MNG
Mongolia,"Maternal Mortality Ratio (per 100,000 live births)",44,2015,3.1.1,MNG
Mongolia,Proportion of Births Attended by Skilled Health Personnel (%),98.9,2014,3.1.2,MNG
Mongolia,"Infant Mortality Rate (per 1,000 live births)",19,2015,3.2.1,MNG
Mongolia,"Under-5 Mortality Rate (per 1,000 live births)",22.4,2015,3.2.1,MNG
Mongolia,"Neonatal Mortality Rate (per 1,000 live births)",11.1,2015,3.2.2,MNG
Mongolia,"Number of New HIV Infections (per 1,000 uninfected population)",0.02,2015,3.3.1,MNG
Mongolia,"Tuberculosis Incidence (per 100,000 population)",428,2015,3.3.2,MNG
Mongolia,"Incidence of Malaria (per 1,000 population)",,,3.3.3,MNG
Mongolia,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease (%)",31.99,2012,3.4.1,MNG
Mongolia,"Death Rate due to Road Traffic Injuries (per 100,000 population)",21,2013,3.6.1,MNG
Mongolia,Proportion of Women Married or in a Union of Reproductive Age (Aged 15-49 years) Who Have Their Need for Family Planning Satisfied with Modern Methods (%),68.3,2013,3.7.1,MNG
Mongolia,"Adolescent Birthrate (Aged 15-19 Years) per 1,000 Women in That Age Group (%)",26.7,2014,3.7.2,MNG
Mongolia,"Mortality Rate Attributed to Household and Ambient Air Pollution (per 100,000 population)",132.4,2012,3.9.1,MNG
Mongolia,"Mortality Rate Attributed to Unsafe Water, Unsafe Sanitation, and Lack of Hygiene (per 100,000 population)",3.08,2012,3.9.2,MNG
Mongolia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female (%)",71.16,2012,4.2.2,MNG
Mongolia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male (%)",70.78,2012,4.2.2,MNG
Mongolia,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total (%)",70.97,2012,4.2.2,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",,,4.c.1,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",93.6,2012,4.c.1,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,2014,4.c.1,MNG
Mongolia,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",,,4.c.1,MNG
Mongolia,Proportion of Seats Held by Women in National Parliaments (%),17.1,2016,5.5.1,MNG
Mongolia,"Proportion of Population Using Improved Drinking Water Sources, Rural (%)",59.21,2015,6.1.1,MNG
Mongolia,"Proportion of Population Using Improved Drinking Water Sources, Total (%)",64.42,2015,6.1.1,MNG
