Regional Economy,Statistic,Value,Unit of Measurement,Year,Sustainable Development Goal,Country Code
Mongolia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,MNG
Mongolia,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,MNG
Mongolia,Proportion of Population with Access to Electricity,81.8,%,2016,7.1.1,MNG
Mongolia,Renewable Energy Share in the Total Final Energy Consumption,3.4,%,2015,7.2.1,MNG
Mongolia,Number of ATMs,88.6,"per 100,000 adults",2016,8.10.1,MNG
Mongolia,Number of Commercial Bank Branches,70.4,"per 100,000 adults",2016,8.10.1,MNG
Mongolia,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,93,%,2017,8.10.2,MNG
Mongolia,Annual Growth Rate of Real GDP per Employed Person,-2.2,%,2016,8.2.1,MNG
Mongolia,"Unemployment Rate, Female",6,%,2016,8.5.2,MNG
Mongolia,"Unemployment Rate, Male",8.3,%,2016,8.5.2,MNG
Mongolia,"Unemployment Rate, Total",7.2,%,2016,8.5.2,MNG
Mongolia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",22.4,%,2016,8.6.1,MNG
Mongolia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",18.7,%,2016,8.6.1,MNG
Mongolia,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",20.5,%,2016,8.6.1,MNG
Mongolia,"CO2 Emissions, Million Metric Tons",17.2,,2015,9.4.1,MNG
Mongolia,"CO2 Emissions, Per Unit of GDP (PPP)",0.5,,2015,9.4.1,MNG
Mongolia,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",194.8,"disbursements, constant 2015, $ million",2016,9.a.1,MNG
Mongolia,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",50.7,"disbursements, constant 2015, $ million",2016,9.a.1,MNG
Mongolia,"Proportion of Population Covered by Mobile Network, 2G",99,%,2016,9.c.1,MNG
Mongolia,"Proportion of Population Covered by Mobile Network, 3G",95,%,2016,9.c.1,MNG
Mongolia,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",6.9,%,2016,9.c.1,MNG
Mongolia,Age Dependency Ratio,50,% of working-age population,2016,,MNG
Mongolia,Annual Change in Money Supply,24.2,%,2017,,MNG
Mongolia,Annual Growth Rate of Gross Domestic Product (GDP),1.2,%,2016,,MNG
Mongolia,Annual Growth Rate of Gross Domestic Product (GDP),5.1,%,2017,,MNG
Mongolia,"Annual Real Growth Rates on Value Added, Agriculture",2.3,%,2017,,MNG
Mongolia,"Annual Real Growth Rates on Value Added, Industry",-1,%,2017,,MNG
Mongolia,"Annual Real Growth Rates on Value Added, Services",8.5,%,2017,,MNG
Mongolia,Average Annual Population Growth Rate,2.1,%,2012-2017,,MNG
Mongolia,"Central Government Finance, Expenditure",33.1,% of GDP,2017,,MNG
Mongolia,"Central Government Finance, Fiscal Balance",-3.9,% of GDP,2017,,MNG
Mongolia,"Central Government Finance, Revenue",29.2,% of GDP,2017,,MNG
Mongolia,Current Account Balance,-10.2,% of GDP,2017,,MNG
Mongolia,"External Debt, Total Outstanding",218.7,% of GNI,2016,,MNG
Mongolia,"External Debt, Total Outstanding",23785,$ million,2016,,MNG
Mongolia,Gross Domestic Investment,37.3,% of GDP,2017,,MNG
Mongolia,Gross International Reserves,3008,$ million,2017,,MNG
Mongolia,Growth Rate of Merchandise Exports,21.4,%,2017,,MNG
Mongolia,Growth Rate of Merchandise Imports,25.8,%,2017,,MNG
Mongolia,Inflation Rate,4.3,%,2017,,MNG
Mongolia,"Land, Total Surface Area",1564.12,",000  km2",,,MNG
Mongolia,"Per Capita Gross National Income (GNI), Atlas Method",3590,$,2016,,MNG
Mongolia,Population Density,2,persons per km2 of surface area,2017,,MNG
Mongolia,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,0.5,%,2016,,MNG
Mongolia,Proportion of Population Living below the National Poverty Line,29.6,%,2016,,MNG
Mongolia,Total Fertility Rate,2.8,births per woman,2016,,MNG
Mongolia,Total Population,3.15,million,2017,,MNG
Mongolia,Trade Balance,13.2,% of GDP,2017,,MNG
Myanmar,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",19.3,%,2017,1.1.1,MMR
Myanmar,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",17.9,%,2017,1.1.1,MMR
Myanmar,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",18.5,%,2017,1.1.1,MMR
Myanmar,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,MMR
Myanmar,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,MMR
Myanmar,Proportion of Urban Population Living in Slums,41,%,2014,11.1.1,MMR
Myanmar,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,56.6,migrogram/m3,2014,11.6.2,MMR
Myanmar,"Material Footprint, Million Metric Tons ",116.8,,2015,12.2.1,MMR
Myanmar,"Material Footprint, Per Capita ",2.2,,2015,12.2.1,MMR
Myanmar,"Domestic Material Consumption, Million Metric Tons",226.4,,2015,12.2.2,MMR
Myanmar,"Domestic Material Consumption, Per Capita",4.2,,2015,12.2.2,MMR
Myanmar,Coverage of Protected Areas in Relation to Marine Areas,0.1,%,2016,14.5.1,MMR
Myanmar,Forest Area as a Proportion of Total Land Area,44.2,%,2015,15.1.1,MMR
Myanmar,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,81.3,%,2016,16.9.1,MMR
Myanmar,Volume of Remittances in US Dollars as a Proportion of Total GDP,1.1,%,2016,17.3.2,MMR
Myanmar,Debt Service as a Percentage of Exports of Goods and Services,0.6,%,2016,17.4.1,MMR
Myanmar,Prevalence of Undernourishment,16.9,%,2014-2016,2.1.1,MMR
Myanmar,Prevalence of Stunting among Children under 5 Years of Age,29.4,%,2016,2.1.1,MMR
Myanmar,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.5,%,2016,2.2.2,MMR
Myanmar,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,6.6,%,2016,2.2.2,MMR
Myanmar,Maternal Mortality Ratio,178,"per 100,000 live births",2015,3.1.1,MMR
Myanmar,Under-5 Mortality Rate,51,"per 1,000 live births",2016,3.2.1,MMR
Myanmar,Neonatal Mortality Rate,25,"per 1,000 live births",2016,3.2.2,MMR
Myanmar,Tuberculosis Incidence,361,"per 100,000 population",2016,3.3.2,MMR
Myanmar,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",24.5,%,2015,3.4.1,MMR
Myanmar,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",,%,2016,4.2.2,MMR
Myanmar,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",,%,2016,4.2.2,MMR
Myanmar,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",,%,2016,4.2.2,MMR
Myanmar,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",89.1,%,2017,4.c.1,MMR
Myanmar,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",48.4,%,2014,4.c.1,MMR
Myanmar,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",97.8,%,2017,4.c.1,MMR
Myanmar,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",98.4,%,2017,4.c.1,MMR
Myanmar,Proportion of Seats Held by Women in National Parliaments,10.2,%,2017,5.5.1,MMR
Myanmar,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,MMR
Myanmar,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,MMR
Myanmar,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,MMR
Myanmar,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,MMR
Myanmar,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,MMR
Myanmar,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,MMR
Myanmar,Proportion of Population with Access to Electricity,57,%,2016,7.1.1,MMR
Myanmar,Renewable Energy Share in the Total Final Energy Consumption,61.5,%,2015,7.2.1,MMR
Myanmar,Number of ATMs,2.7,"per 100,000 adults",2016,8.10.1,MMR
Myanmar,Number of Commercial Bank Branches,3.4,"per 100,000 adults",2016,8.10.1,MMR
Myanmar,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,26,%,2017,8.10.2,MMR
Myanmar,Annual Growth Rate of Real GDP per Employed Person,6.6,%,2016,8.2.1,MMR
Myanmar,"Unemployment Rate, Female",0.9,%,2016,8.5.2,MMR
Myanmar,"Unemployment Rate, Male",0.7,%,2016,8.5.2,MMR
Myanmar,"Unemployment Rate, Total",0.8,%,2016,8.5.2,MMR
Myanmar,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Female",25.2,%,2015,8.6.1,MMR
Myanmar,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Male",11.2,%,2015,8.6.1,MMR
Myanmar,"Proportion of Youth (Aged 15-24 Years) Not in Education, Employment, or Training, Total",18.6,%,2015,8.6.1,MMR
Myanmar,"CO2 Emissions, Million Metric Tons",24.4,,2015,9.4.1,MMR
Myanmar,"CO2 Emissions, Per Unit of GDP (PPP)",0.1,,2015,9.4.1,MMR
Myanmar,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",189.7,"disbursements, constant 2015, $ million",2016,9.a.1,MMR
Myanmar,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",69.5,"disbursements, constant 2015, $ million",2016,9.a.1,MMR
Myanmar,"Proportion of Population Covered by Mobile Network, 2G",94.8,%,2016,9.c.1,MMR
Myanmar,"Proportion of Population Covered by Mobile Network, 3G",94.8,%,2016,9.c.1,MMR
Myanmar,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",9.2,%,2016,9.c.1,MMR
Myanmar,Age Dependency Ratio,49,% of working-age population,2016,,MMR
Myanmar,Annual Change in Money Supply,16.5,%,2017,,MMR
Myanmar,Annual Growth Rate of Gross Domestic Product (GDP),5.9,%,2016,,MMR
Myanmar,Annual Growth Rate of Gross Domestic Product (GDP),6.8,%,2017,,MMR
Myanmar,"Annual Real Growth Rates on Value Added, Agriculture",-0.4,%,2016,,MMR
Myanmar,"Annual Real Growth Rates on Value Added, Industry",8.9,%,2016,,MMR
Myanmar,"Annual Real Growth Rates on Value Added, Services",8,%,2016,,MMR
Myanmar,Average Annual Population Growth Rate,0.2,%,2012-2017,,MMR
Myanmar,"Central Government Finance, Expenditure",21.7,% of GDP,2017,,MMR
Myanmar,"Central Government Finance, Fiscal Balance",-3.5,% of GDP,2017,,MMR
Myanmar,"Central Government Finance, Revenue",18.2,% of GDP,2017,,MMR
Myanmar,Current Account Balance,-5,% of GDP,2017,,MMR
Myanmar,"External Debt, Total Outstanding",14.4,% of GNI,2016,,MMR
Myanmar,"External Debt, Total Outstanding",9100,$ million,2016,,MMR
Myanmar,Gross Domestic Investment,34.4,% of GDP,2016,,MMR
Myanmar,Gross International Reserves,5370,$ million,2017,,MMR
Myanmar,Growth Rate of Merchandise Exports,15,%,2017,,MMR
Myanmar,Growth Rate of Merchandise Imports,12,%,2017,,MMR
Myanmar,Inflation Rate,5.3,%,2017,,MMR
Myanmar,"Land, Total Surface Area",676.59,",000  km2",,,MMR
Myanmar,"Per Capita Gross National Income (GNI), Atlas Method",1190,$,2016,,MMR
Myanmar,Population Density,78,persons per km2 of surface area,2017,,MMR
Myanmar,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,6.4,%,2015,,MMR
Myanmar,Proportion of Population Living below the National Poverty Line,32.1,%,2015,,MMR
Myanmar,Total Fertility Rate,2.2,births per woman,2016,,MMR
Myanmar,Total Population,53.01,million,2017,,MMR
Myanmar,Trade Balance,-7,% of GDP,2017,,MMR
Nauru,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Female",,%,2017,1.1.1,NRU
Nauru,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Male",,%,2017,1.1.1,NRU
Nauru,"Proportion of Employed Population below $1.90 Purchasing Power Parity (PPP) a day, Total",,%,2017,1.1.1,NRU
Nauru,Growth Rates of Household Expenditure or Income per Capita,,%,,10.1.1,NRU
Nauru,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,,%,,10.1.1,NRU
Nauru,Proportion of Urban Population Living in Slums,,%,2014,11.1.1,NRU
Nauru,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas,,migrogram/m3,2014,11.6.2,NRU
Nauru,"Material Footprint, Million Metric Tons ",0.4,,2010,12.2.1,NRU
Nauru,"Material Footprint, Per Capita ",44.9,,2010,12.2.1,NRU
Nauru,"Domestic Material Consumption, Million Metric Tons",0.4,,2010,12.2.2,NRU
Nauru,"Domestic Material Consumption, Per Capita",45,,2010,12.2.2,NRU
Nauru,Coverage of Protected Areas in Relation to Marine Areas,,%,2016,14.5.1,NRU
Nauru,Forest Area as a Proportion of Total Land Area,,%,2015,15.1.1,NRU
Nauru,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,,%,2014,16.9.1,NRU
Nauru,Volume of Remittances in US Dollars as a Proportion of Total GDP,,%,2016,17.3.2,NRU
Nauru,Debt Service as a Percentage of Exports of Goods and Services,,%,2016,17.4.1,NRU
Nauru,Prevalence of Undernourishment,,%,2014-2016,2.1.1,NRU
Nauru,Prevalence of Stunting among Children under 5 Years of Age,,%,2015,2.1.1,NRU
Nauru,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,,%,2015,2.2.2,NRU
Nauru,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,,%,2015,2.2.2,NRU
Nauru,Maternal Mortality Ratio,,"per 100,000 live births",2015,3.1.1,NRU
Nauru,Under-5 Mortality Rate,35,"per 1,000 live births",2016,3.2.1,NRU
Nauru,Neonatal Mortality Rate,22,"per 1,000 live births",2016,3.2.2,NRU
Nauru,Tuberculosis Incidence,112,"per 100,000 population",2016,3.3.2,NRU
Nauru,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",,%,2015,3.4.1,NRU
Nauru,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",84.3,%,2016,4.2.2,NRU
Nauru,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",67.3,%,2016,4.2.2,NRU
Nauru,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",74.8,%,2016,4.2.2,NRU
Nauru,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Lower Secondary",100,%,2016,4.c.1,NRU
Nauru,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Preprimary",100,%,2016,4.c.1,NRU
Nauru,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Primary",100,%,2016,4.c.1,NRU
Nauru,"Proportion of Teachers Who Have Received at Least the Minimum Organized Teacher Training, Upper Secondary",100,%,2016,4.c.1,NRU
Nauru,Proportion of Seats Held by Women in National Parliaments,10.5,%,2017,5.5.1,NRU
Nauru,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",,%,2015,6.1.1,NRU
Nauru,"Proportion of Population Using Safely Managed Drinking Water Services, Total",,%,2015,6.1.1,NRU
Nauru,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",,%,2015,6.1.1,NRU
Nauru,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",,%,2015,6.2.1,NRU
Nauru,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",,%,2015,6.2.1,NRU
Nauru,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",,%,2015,6.2.1,NRU
Nauru,Proportion of Population with Access to Electricity,99.2,%,2016,7.1.1,NRU
Nauru,Renewable Energy Share in the Total Final Energy Consumption,0.1,%,2015,7.2.1,NRU
Nauru,Number of ATMs,,"per 100,000 adults",2016,8.10.1,NRU
Nauru,Number of Commercial Bank Branches,,"per 100,000 adults",2016,8.10.1,NRU
Nauru,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile-Money-Service Provider,,%,2017,8.10.2,NRU
Nauru,Annual Growth Rate of Real GDP per Employed Person,,%,2016,8.2.1,NRU
Nauru,"Unemployment Rate, Female",25.5,%,2011,8.5.2,NRU
Nauru,"Unemployment Rate, Male",21.4,%,2011,8.5.2,NRU
Nauru,"Unemployment Rate, Total",23,%,2011,8.5.2,NRU
