Regional Economy,Statistic,Value,Footnote,Year,Unit of Measurement,Sustainable Development Goal,ADB Code
Nepal,Neonatal Mortality Rate,19.8,,2019,"per 1,000 live births",3.2.2,NEP
Nepal,Nominal Gross Domestic Product,33.9,,2020,$ billion,,NEP
Nepal,Number of ATMs,16.5,,2019,"per 100,000 adults",8.10.1,NEP
Nepal,Number of Commercial Bank Branches,17.8,,2019,"per 100,000 adults",8.10.1,NEP
Nepal,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",82.9,,2019,%,4.2.2,NEP
Nepal,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",91,,2019,%,4.2.2,NEP
Nepal,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",87,,2019,%,4.2.2,NEP
Nepal,"Per Capita Gross National Income (GNI), Atlas Method",1090,,2019,$,,NEP
Nepal,Population Density,203,,2020,persons per km2 of surface area,,NEP
Nepal,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,1.2,4,2016,%,2.2.1,NEP
Nepal,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,9.6,4,2016,%,2.2.1,NEP
Nepal,Prevalence of Stunting among Children under 5 Years of Age,36,4,2016,%,2.2.1,NEP
Nepal,Prevalence of Undernourishment,6.1,,2017-2019,%,2.1.1,NEP
Nepal,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,45.4,,2017,%,8.10.2,NEP
Nepal,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,77.2,,2019,%,16.9.1,NEP
Nepal,"Proportion of Employed Population below $1.90 PPP a Day, Female",4.4,,2019,%,1.1.1,NEP
Nepal,"Proportion of Employed Population below $1.90 PPP a Day, Male",4.3,,2019,%,1.1.1,NEP
Nepal,"Proportion of Employed Population below $1.90 PPP a Day, Total",4.3,,2019,%,1.1.1,NEP
Nepal,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,2018,%,,NEP
Nepal,"Proportion of Population Covered by Mobile Network, 2G",92.5,5,2017,%,9.c.1,NEP
Nepal,"Proportion of Population Covered by Mobile Network, 3G",54.1,5,2017,%,9.c.1,NEP
Nepal,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",15.5,5,2017,%,9.c.1,NEP
Nepal,Proportion of Population Living below the National Poverty Line,…,,2019,%,,NEP
Nepal,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",25.6,,2017,%,6.1.1,NEP
Nepal,"Proportion of Population Using Safely Managed Drinking Water Services, Total",27.2,,2017,%,6.1.1,NEP
Nepal,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",34.1,,2017,%,6.1.1,NEP
Nepal,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,NEP
Nepal,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,NEP
Nepal,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,NEP
Nepal,Proportion of Population with Access to Electricity,90,,2019,%,7.1.1,NEP
Nepal,Proportion of Seats Held by Women in National Parliaments,32.7,,2020,%,5.5.1,NEP
Nepal,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",85.4,,2019,%,4.c.1,NEP
Nepal,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",83.4,,2019,%,4.c.1,NEP
Nepal,"Proportion of Teachers with the Minimum Required Qualifications, Primary",97.3,,2019,%,4.c.1,NEP
Nepal,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",81.3,,2019,%,4.c.1,NEP
Nepal,Renewable Energy Share in the Total Final Energy Consumption,75,,2018,%,7.2.1,NEP
Nepal,Surface Area,147.2,,2018,'000  km2,,NEP
Nepal,Total Fertility Rate,1.9,,2018,births per woman,,NEP
Nepal,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",337.3,,2019,"disbursements, constant 2018, $ million",9.a.1,NEP
Nepal,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",6,,2019,"disbursements, constant 2018, $ million",9.a.1,NEP
Nepal,"Total Outstanding, External Debt",6678,,2020,$ million,,NEP
Nepal,"Total Outstanding, External Debt",17.3,,2019,% of GNI,,NEP
Nepal,Total Population,29.9,,2000,million,,NEP
Nepal,Trade Balance,-26.9,,2020,% of GDP,,NEP
Nepal,Tuberculosis Incidence,238,,2019,"per 100,000 population",3.3.2,NEP
Nepal,Under-5 Mortality Rate,30.8,,2019,"per 1,000 live births",3.2.1,NEP
Nepal,"Unemployment Rate, by Sex, Female",2.7,,2019,%,8.5.2,NEP
Nepal,"Unemployment Rate, by Sex, Male",3,,2019,%,8.5.2,NEP
Nepal,"Unemployment Rate, by Sex, Total",4.4,,2020,%,8.5.2,NEP
Nepal,Volume of Remittances in United States Dollars as a Proportion of Total GDP,26.9,,2019,%,17.3.2,NEP
Niue,Age Dependency Ratio,90,¤,2020,% of working-age population,,NIU
Niue,Annual Change in Money Supply,…,,2020,%,,NIU
Niue,Annual Growth Rate of GDP,6.5,6,2018,%,,NIU
Niue,Annual Growth Rate of Real GDP per Employed Person,…,,2019,%,8.2.1,NIU
Niue,"Annual Real Growth Rates on Value Added, Agriculture",1.7,6,2018,%,,NIU
Niue,"Annual Real Growth Rates on Value Added, Industry",90.4,6,2018,%,,NIU
Niue,"Annual Real Growth Rates on Value Added, Services",4.7,6,2018,%,,NIU
Niue,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,11.5,,2016,μg/m3,11.6.2,NIU
Niue,Average Annual Population Growth Rate,-1.2,,2016-2020,%,,NIU
Niue,CO2 Emissions,…,,2018,Million Metric Tons,9.4.1,NIU
Niue,CO2 Emissions,…,,2018,Per Unit of GDP (PPP),9.4.1,NIU
Niue,Coverage of Protected Areas in Relation to Marine Areas,40.6,,2020,%,14.5.1,NIU
Niue,Current Account Balance,22.7,6,2018,% of GDP,,NIU
Niue,Debt Service as a Percentage of Exports of Goods and Services,…,,2019,%,17.4.1,NIU
Niue,Domestic Material Consumption,…,,2017,Million Metric Tons,12.2.2,NIU
Niue,Domestic Material Consumption,…,,2017,Per Capita,12.2.2,NIU
Niue,Forest Area as a Proportion of Total Land Area,72.6,,2020,%,15.1.1,NIU
Niue,"Government Finance, Expenditure",55,,2020,% of  GDP,,NIU
Niue,"Government Finance, Fiscal Balance",-4.9,,2020,% of  GDP,,NIU
Niue,"Government Finance, Revenue",50.1,,2020,% of  GDP,,NIU
Niue,Gross Domestic Investment,…,,2020,% of GDP,,NIU
Niue,Gross International Reserves,…,,2020,$ million,,NIU
Niue,Growth Rate of Merchandise Exports,-2.8,6,2018,%,,NIU
Niue,Growth Rate of Merchandise Imports,10.6,6,2018,%,,NIU
Niue,Growth Rates of Household Expenditure or Income per Capita,…,,,%,10.1.1,NIU
Niue,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,…,,,%,10.1.1,NIU
Niue,Inflation Rate,2.7,,2020,%,,NIU
Niue,Material Footprint,…,,2017,Million Metric Tons,12.2.1,NIU
Niue,Material Footprint,…,,2017,Per Capita,12.2.1,NIU
Niue,Maternal Mortality Ratio,–,4,2016,"per 100,000 live births",3.1.1,NIU
Niue,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",18.5,4,2016,%,3.4.1,NIU
Niue,Neonatal Mortality Rate,12.5,,2019,"per 1,000 live births",3.2.2,NIU
Niue,Nominal Gross Domestic Product,0,6,2018,$ billion,,NIU
Niue,Number of ATMs,…,,2019,"per 100,000 adults",8.10.1,NIU
Niue,Number of Commercial Bank Branches,…,,2019,"per 100,000 adults",8.10.1,NIU
Niue,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",61.9,,2019,%,4.2.2,NIU
Niue,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",100,,2019,%,4.2.2,NIU
Niue,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",81,,2019,%,4.2.2,NIU
Niue,"Per Capita Gross National Income (GNI), Atlas Method",14546.4,5,2017,$,,NIU
Niue,Population Density,6,,2020,persons per km2 of surface area,,NIU
Niue,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,…,,2018,%,2.2.1,NIU
Niue,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,…,,2018,%,2.2.1,NIU
Niue,Prevalence of Stunting among Children under 5 Years of Age,…,,2018,%,2.2.1,NIU
Niue,Prevalence of Undernourishment,…,,2017-2019,%,2.1.1,NIU
Niue,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,…,,2017,%,8.10.2,NIU
Niue,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,…,,2019,%,16.9.1,NIU
Niue,"Proportion of Employed Population below $1.90 PPP a Day, Female",…,,2019,%,1.1.1,NIU
Niue,"Proportion of Employed Population below $1.90 PPP a Day, Male",…,,2019,%,1.1.1,NIU
Niue,"Proportion of Employed Population below $1.90 PPP a Day, Total",…,,2019,%,1.1.1,NIU
Niue,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,…,,2018,%,,NIU
Niue,"Proportion of Population Covered by Mobile Network, 2G",…,,2019,%,9.c.1,NIU
Niue,"Proportion of Population Covered by Mobile Network, 3G",–,3,2015,%,9.c.1,NIU
Niue,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",…,,2019,%,9.c.1,NIU
Niue,Proportion of Population Living below the National Poverty Line,…,,2019,%,,NIU
Niue,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",…,,2017,%,6.1.1,NIU
Niue,"Proportion of Population Using Safely Managed Drinking Water Services, Total",97.2,,2017,%,6.1.1,NIU
Niue,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",…,,2017,%,6.1.1,NIU
Niue,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,NIU
Niue,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,NIU
Niue,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,NIU
Niue,Proportion of Population with Access to Electricity,100,,2019,%,7.1.1,NIU
Niue,Proportion of Seats Held by Women in National Parliaments,15,,2020,%,5.5.1,NIU
Niue,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",80,4,2016,%,4.c.1,NIU
Niue,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",100,4,2016,%,4.c.1,NIU
Niue,"Proportion of Teachers with the Minimum Required Qualifications, Primary",92.3,4,2016,%,4.c.1,NIU
Niue,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",100,3,2015,%,4.c.1,NIU
Niue,Renewable Energy Share in the Total Final Energy Consumption,23.3,,2018,%,7.2.1,NIU
Niue,Surface Area,0.3,,2018,'000  km2,,NIU
Niue,Total Fertility Rate,2.7,8,2020,births per woman,,NIU
Niue,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",4.2,,2019,"disbursements, constant 2018, $ million",9.a.1,NIU
Niue,"Total Official Flows for Infrastructure, Other Official Flows (OOF)",…,,2019,"disbursements, constant 2018, $ million",9.a.1,NIU
Niue,"Total Outstanding, External Debt",–,6,2018,$ million,,NIU
Niue,"Total Outstanding, External Debt",…,,2019,% of GNI,,NIU
Niue,Total Population,0,,2000,million,,NIU
Niue,Trade Balance,-59.8,6,2018,% of GDP,,NIU
Niue,Tuberculosis Incidence,–,,2019,"per 100,000 population",3.3.2,NIU
Niue,Under-5 Mortality Rate,23.2,,2019,"per 1,000 live births",3.2.1,NIU
Niue,"Unemployment Rate, by Sex, Female",…,,2019,%,8.5.2,NIU
Niue,"Unemployment Rate, by Sex, Male",…,,2019,%,8.5.2,NIU
Niue,"Unemployment Rate, by Sex, Total",…,,2020,%,8.5.2,NIU
Niue,Volume of Remittances in United States Dollars as a Proportion of Total GDP,…,,2019,%,17.3.2,NIU
Pakistan,Age Dependency Ratio,64.4,,2020,% of working-age population,,PAK
Pakistan,Annual Change in Money Supply,15.9,,2020,%,,PAK
Pakistan,Annual Growth Rate of GDP,-0.4,,2020,%,,PAK
Pakistan,Annual Growth Rate of Real GDP per Employed Person,-1.6,,2019,%,8.2.1,PAK
Pakistan,"Annual Real Growth Rates on Value Added, Agriculture",2.7,,2020,%,,PAK
Pakistan,"Annual Real Growth Rates on Value Added, Industry",-2.9,,2020,%,,PAK
Pakistan,"Annual Real Growth Rates on Value Added, Services",-0.6,,2020,%,,PAK
Pakistan,Average Annual Mean of Particulate Matter of 2.5 Microns in Diameter or Smaller (PM2.5) Concentration Levels in Urban Areas ,56.2,,2016,μg/m3,11.6.2,PAK
Pakistan,Average Annual Population Growth Rate,2.4,,2015-2020,%,,PAK
Pakistan,CO2 Emissions,194.1,,2018,Million Metric Tons,9.4.1,PAK
Pakistan,CO2 Emissions,0.2,,2018,Per Unit of GDP (PPP),9.4.1,PAK
Pakistan,Coverage of Protected Areas in Relation to Marine Areas,0.8,,2020,%,14.5.1,PAK
Pakistan,Current Account Balance,-1.1,,2020,% of GDP,,PAK
Pakistan,Debt Service as a Percentage of Exports of Goods and Services,31.1,,2019,%,17.4.1,PAK
Pakistan,Domestic Material Consumption,875.8,,2017,Million Metric Tons,12.2.2,PAK
Pakistan,Domestic Material Consumption,4.4,,2017,Per Capita,12.2.2,PAK
Pakistan,Forest Area as a Proportion of Total Land Area,4.8,,2020,%,15.1.1,PAK
Pakistan,"Government Finance, Expenditure",23.5,,2020,% of  GDP,,PAK
Pakistan,"Government Finance, Fiscal Balance",-9.1,,2020,% of  GDP,,PAK
Pakistan,"Government Finance, Revenue",14.3,,2020,% of  GDP,,PAK
Pakistan,Gross Domestic Investment,15.4,,2020,% of GDP,,PAK
Pakistan,Gross International Reserves,12131.8,,2020,$ million,,PAK
Pakistan,Growth Rate of Merchandise Exports,-7.2,,2020,%,,PAK
Pakistan,Growth Rate of Merchandise Imports,-18.2,,2020,%,,PAK
Pakistan,Growth Rates of Household Expenditure or Income per Capita,1.5,,2013-2018,%,10.1.1,PAK
Pakistan,Growth Rates of Household Expenditure or Income per Capita among the Bottom 40% of the Population,1.1,,2013-2018,%,10.1.1,PAK
Pakistan,Inflation Rate,10.7,,2020,%,,PAK
Pakistan,Material Footprint,628.6,,2017,Million Metric Tons,12.2.1,PAK
Pakistan,Material Footprint,3.2,,2017,Per Capita,12.2.1,PAK
Pakistan,Maternal Mortality Ratio,140,,2017,"per 100,000 live births",3.1.1,PAK
Pakistan,"Mortality Rate Attributed to Cardiovascular Disease, Cancer, Diabetes, or Chronic Respiratory Disease",29.4,,2019,%,3.4.1,PAK
Pakistan,Neonatal Mortality Rate,41.2,,2019,"per 1,000 live births",3.2.2,PAK
Pakistan,Nominal Gross Domestic Product,264.1,,2020,$ billion,,PAK
Pakistan,Number of ATMs,10.8,,2019,"per 100,000 adults",8.10.1,PAK
Pakistan,Number of Commercial Bank Branches,10.4,,2019,"per 100,000 adults",8.10.1,PAK
Pakistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Female",86.2,,2019,%,4.2.2,PAK
Pakistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Male",100,,2019,%,4.2.2,PAK
Pakistan,"Participation Rate in Organized Learning (1 year before the official primary entry age), Total",93.4,,2019,%,4.2.2,PAK
Pakistan,"Per Capita Gross National Income (GNI), Atlas Method",1410,,2019,$,,PAK
Pakistan,Population Density,272,,2020,persons per km2 of surface area,,PAK
Pakistan,Prevalence of Malnutrition (Overweight) among Children under 5 Years of Age,2.5,,2018,%,2.2.1,PAK
Pakistan,Prevalence of Malnutrition (Wasting) among Children under 5 Years of Age,7.1,,2018,%,2.2.1,PAK
Pakistan,Prevalence of Stunting among Children under 5 Years of Age,37.6,,2018,%,2.2.1,PAK
Pakistan,Prevalence of Undernourishment,12.3,,2017-2019,%,2.1.1,PAK
Pakistan,Proportion of Adults (15 Years and Older) with an Account at a Bank or Other Financial Institution or with a Mobile Money Service Provider,21.3,,2017,%,8.10.2,PAK
Pakistan,Proportion of Children under 5 Years of Age Whose Births Have Been Registered with a Civil Authority,42.2,6,2018,%,16.9.1,PAK
Pakistan,"Proportion of Employed Population below $1.90 PPP a Day, Female",1.6,,2019,%,1.1.1,PAK
Pakistan,"Proportion of Employed Population below $1.90 PPP a Day, Male",1.3,,2019,%,1.1.1,PAK
Pakistan,"Proportion of Employed Population below $1.90 PPP a Day, Total",1.3,,2019,%,1.1.1,PAK
Pakistan,Proportion of Population below $1.90 Purchasing Power Parity (PPP) a Day,4.4,,2018,%,,PAK
Pakistan,"Proportion of Population Covered by Mobile Network, 2G",88.8,,2019,%,9.c.1,PAK
Pakistan,"Proportion of Population Covered by Mobile Network, 3G",76.6,,2019,%,9.c.1,PAK
Pakistan,"Proportion of Population Covered by Mobile Network, LTE/WiMAX",68.7,,2019,%,9.c.1,PAK
Pakistan,Proportion of Population Living below the National Poverty Line,24.3,3,2015,%,,PAK
Pakistan,"Proportion of Population Using Safely Managed Drinking Water Services, Rural",32.6,,2017,%,6.1.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Drinking Water Services, Total",35.3,,2017,%,6.1.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Drinking Water Services, Urban",40,,2017,%,6.1.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Rural",…,,2017,%,6.2.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Total",…,,2017,%,6.2.1,PAK
Pakistan,"Proportion of Population Using Safely Managed Sanitation Services, Including a Hand-washing Facility with Soap and Water, Urban",…,,2017,%,6.2.1,PAK
Pakistan,Proportion of Population with Access to Electricity,74,,2019,%,7.1.1,PAK
Pakistan,Proportion of Seats Held by Women in National Parliaments,20.2,,2020,%,5.5.1,PAK
Pakistan,"Proportion of Teachers with the Minimum Required Qualifications, Lower Secondary",57.5,,2019,%,4.c.1,PAK
Pakistan,"Proportion of Teachers with the Minimum Required Qualifications, Preprimary",…,,2019,%,4.c.1,PAK
Pakistan,"Proportion of Teachers with the Minimum Required Qualifications, Primary",76.9,,2019,%,4.c.1,PAK
Pakistan,"Proportion of Teachers with the Minimum Required Qualifications, Upper Secondary",…,,2019,%,4.c.1,PAK
Pakistan,Renewable Energy Share in the Total Final Energy Consumption,41.7,,2018,%,7.2.1,PAK
Pakistan,Surface Area,796.1,,2018,'000  km2,,PAK
Pakistan,Total Fertility Rate,3.5,,2018,births per woman,,PAK
Pakistan,"Total Official Flows for Infrastructure, Official Development Assistance (ODA)",807.5,,2019,"disbursements, constant 2018, $ million",9.a.1,PAK
